,Brand,Year,Model,Title,UsedOrNew,Transmission,FuelType,Kilometres,CylindersinEngine,BodyType,Price,Colour
6760,Mazda,2022,CX-8,Mazda CX-8 Touring,USED,Automatic,Unleaded,30198,4,SUV,47990,White
6761,Toyota,2012,Corolla,Toyota Corolla Ascent,USED,Automatic,Unleaded,123596,4,Hatchback,15990,Red
6762,Holden,2013,Captiva,Holden Captiva 5,USED,Automatic,Unleaded,155550,4,SUV,11499,Black
6763,Mazda,2020,CX-30,Mazda CX-30 G25,USED,Automatic,Unleaded,20304,4,SUV,38100,White
6764,Mitsubishi,2015,Lancer,Mitsubishi Lancer ES,USED,Automatic,Unleaded,62061,4,Sedan,23990,Blue
6765,Audi,2019,Q3,Audi Q3 35,USED,Automatic,Premium,51058,4,SUV,44888,White
6766,Kia,2020,Cerato,Kia Cerato S,USED,Automatic,Unleaded,56309,4,Hatchback,20990,Silver
6767,Toyota,2021,RAV4,Toyota RAV4 Cruiser,USED,Automatic,Unleaded,4753,4,SUV,53990,White
6768,Mazda,2017,CX-9,Mazda CX-9 Touring,USED,Automatic,Unleaded,106555,4,SUV,36888,Grey
6769,BMW,2008,323I,BMW 323I,USED,Automatic,Premium,294600,6,Coupe,13990,Black
6770,Toyota,2015,Hilux,Toyota Hilux SR,USED,Manual,Diesel,198400,4,Ute / Tray,33990,White
6771,Ford,2018,Ranger,Ford Ranger XLT,USED,Automatic,Diesel,86572,5,Ute / Tray,42990,Black
6772,Subaru,2019,Forester,Subaru Forester 2.5I-L,USED,Automatic,Unleaded,73894,4,SUV,33850,Blue
6773,BMW,2006,323I,BMW 323I,USED,Automatic,Premium,105282,6,Sedan,14990,Grey
6774,Kia,2020,Cerato,Kia Cerato S,USED,Automatic,Unleaded,57719,4,Hatchback,20990,Grey
6775,Nissan,2018,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,104410,4,SUV,24888,Grey
6776,Subaru,2016,Forester,Subaru Forester 2.5I-S,USED,Automatic,Unleaded,168205,4,SUV,25950,Black
6777,Audi,2018,Q7,Audi Q7 3.0,USED,Automatic,Diesel,191200,6,SUV,41990,Grey
6778,Mazda,2021,CX-5,Mazda CX-5 Akera,USED,Automatic,Diesel,43000,4,SUV,44950,Grey
6779,Toyota,2012,Hilux,Toyota Hilux SR5,USED,Automatic,Diesel,306986,4,Ute / Tray,28990,Black
6780,Ford,2019,Ranger,Ford Ranger XLT,USED,Automatic,Diesel,96852,5,Ute / Tray,46990,White
6781,Subaru,2015,Outback,Subaru Outback 3.6R,USED,Automatic,Premium,134388,6,SUV,26888,Silver
6782,Mazda,2014,2,Mazda 2 NEO,USED,Automatic,Unleaded,91003,4,Hatchback,17990,Blue
6783,Toyota,2021,Camry,Toyota Camry Ascent,USED,Automatic,Hybrid,430,4,Sedan,49990,Silver
6784,Subaru,2008,Liberty,Subaru Liberty 2.5I,USED,Automatic,Unleaded,210902,4,Wagon,9999,Black
6785,Audi,2010,Q5,Audi Q5 2.0,USED,Automatic,Diesel,127153,4,SUV,17990,Grey
6786,Mazda,2012,2,Mazda 2 NEO,USED,Automatic,Unleaded,74183,4,Hatchback,16705,Black
6787,Volkswagen,2014,Tiguan,Volkswagen Tiguan 155,USED,Automatic,Premium,104786,4,SUV,20990,Blue
6788,Holden,2015,Captiva,Holden Captiva 5,USED,Automatic,Unleaded,57146,4,SUV,15999,White
6789,Volkswagen,2014,Amarok,Volkswagen Amarok TDI420,USED,Automatic,Diesel,103554,4,Ute / Tray,33950,Grey
6790,Ford,2016,Territory,Ford Territory TX,USED,Automatic,Diesel,167230,6,SUV,16990,Black
6791,Toyota,2010,Camry,Toyota Camry Touring,USED,Automatic,Unleaded,70532,4,Sedan,13999,Blue
6792,Nissan,2015,X-Trail,Nissan X-Trail ST-L,USED,Automatic,Unleaded,74755,4,SUV,22868,Brown
6793,Ford,2019,Ranger,Ford Ranger XL,USED,Automatic,Diesel,151974,5,Ute / Tray,35990,White
6794,Jeep,2022,Grand,Jeep Grand Cherokee,NEW,Automatic,Premium,12,6,SUV,75500,Red
6795,Nissan,2020,X-Trail,Nissan X-Trail TI,USED,Automatic,Unleaded,30620,4,SUV,38580,Black
6796,Land,2019,Rover,Land Rover Range,USED,Automatic,Diesel,33041,4,SUV,58888,Silver
6797,Honda,2013,CR-V,Honda CR-V VTI,USED,Automatic,Unleaded,139448,4,SUV,16990,Blue
6798,Mazda,2018,3,Mazda 3 SP25,USED,Automatic,Unleaded,83985,4,Hatchback,25990,Blue
6799,Subaru,2018,Forester,Subaru Forester 2.5I-S,USED,Automatic,Unleaded,82131,4,SUV,34987,Black
6800,Jeep,2022,Wrangler,Jeep Wrangler Unlimited,NEW,Automatic,Unleaded,18,4,SUV,79890,Green
6801,Honda,2015,Accord,Honda Accord VTI-L,USED,Automatic,Unleaded,117311,4,Sedan,22990,Grey
6802,Toyota,2019,Corolla,Toyota Corolla Ascent,USED,Automatic,Hybrid,136121,4,Hatchback,25990,White
6803,Hyundai,2016,Iload,Hyundai Iload,USED,Automatic,Diesel,77715,4,Commercial,35970,White
6804,Ford,2022,Mustang,Ford Mustang GT,USED,Manual,Premium,21786,8,Hatchback,69988,Red
6805,Toyota,2022,Hilux,Toyota Hilux SR,USED,Automatic,Diesel,16362,4,Ute / Tray,55850,Blue
6806,Lexus,2015,IS200T,Lexus IS200T Luxury,USED,Automatic,Premium,50267,4,Sedan,34724,Silver
6807,Skoda,2023,Kodiaq,Skoda Kodiaq Style,DEMO,Automatic,Premium,1566,4,SUV,65910,Grey
6808,Holden,2016,Commodore,Holden Commodore Evoke,USED,Automatic,Unleaded,147916,6,Wagon,20888,White
6809,Ford,2013,Ranger,Ford Ranger XL,USED,Manual,Diesel,210198,4,Ute / Tray,14990,White
6810,Kia,2018,RIO,Kia RIO S,USED,Automatic,Unleaded,91480,4,Hatchback,19999,Red
6811,Mitsubishi,2019,Eclipse,Mitsubishi Eclipse Cross,USED,Automatic,Unleaded,108824,4,SUV,24999,Red
6812,Hyundai,2020,I30,Hyundai I30 Active,USED,Automatic,Unleaded,57453,4,Hatchback,24990,Grey
6813,Volkswagen,2014,Touareg,Volkswagen Touareg 150,USED,Automatic,Diesel,69800,6,SUV,38990,Black
6814,Hyundai,2019,I30,Hyundai I30 GO,USED,Automatic,Unleaded,65105,4,Hatchback,22999,Red
6815,Mercedes-Benz,2007,CLK63,Mercedes-Benz CLK63 AMG,USED,Automatic,Premium,139012,8,Coupe,49990,Black
6816,Isuzu,2017,MU-X,Isuzu MU-X LS-T,USED,Automatic,Diesel,160782,4,SUV,36990,White
6817,Mazda,2018,6,Mazda 6 Atenza,USED,Automatic,Unleaded,73542,4,Sedan,29990,Grey
6818,Mazda,2021,2,Mazda 2 G15,USED,Automatic,Unleaded,6385,4,Hatchback,27950,Blue
6819,Mazda,2021,CX-9,Mazda CX-9 GT,USED,Automatic,Unleaded,28426,4,SUV,54990,Red
6820,Mercedes-Benz,2017,A180,Mercedes-Benz A180,USED,Automatic,Premium,88000,4,Hatchback,30990,Black
6821,Ford,2017,Ranger,Ford Ranger XLT,USED,Automatic,Diesel,132795,5,Ute / Tray,45990,White
6822,Holden,2019,Astra,Holden Astra R,USED,Automatic,Premium,48316,4,Hatchback,22444,Red
6823,Subaru,2021,Forester,Subaru Forester Hybrid,USED,Automatic,Hybrid,56295,4,SUV,41990,White
6824,Ford,2014,Falcon,Ford Falcon XR6,USED,Automatic,LPG,152443,6,Ute / Tray,21990,Silver
6825,Toyota,2020,Yaris,Toyota Yaris Ascent,USED,Automatic,Unleaded,18992,3,Hatchback,29880,Black
6826,Subaru,2013,Forester,Subaru Forester 2.5i,USED,Automatic,Unleaded,219105,4,Wagon,13999,White
6827,Toyota,2021,RAV4,Toyota RAV4 GX,USED,Automatic,Unleaded,57954,4,SUV,37990,White
6828,Mercedes-Benz,2004,E500,Mercedes-Benz E500 Avantgarde,USED,Automatic,Unleaded,184426,8,Sedan,9990,Black
6829,Holden,2012,Barina,Holden Barina Classic,USED,Automatic,Unleaded,93078,4,Hatchback,13888,Grey
6830,Mitsubishi,2018,ASX,Mitsubishi ASX Black,USED,Automatic,Unleaded,79000,4,SUV,25490,Black
6831,Toyota,2018,Landcruiser,Toyota Landcruiser Prado,USED,Automatic,Diesel,152854,4,SUV,49990,White
6832,Mercedes-Benz,2020,C300,Mercedes-Benz C300,USED,Automatic,Unleaded,24896,4,Sedan,62890,White
6833,Honda,2019,Odyssey,Honda Odyssey VTI-L,USED,Automatic,Unleaded,90402,4,Wagon,40990,Blue
6834,Suzuki,2020,Swift,Suzuki Swift GL,USED,Automatic,Unleaded,61841,4,Hatchback,20999,Red
6835,Toyota,2006,Estima,Toyota Estima Aeras,USED,Automatic,Unleaded,107421,4,Wagon,15590,White
6836,Kia,2017,Stinger,Kia Stinger GT-Line,USED,Automatic,Unleaded,31305,4,Sedan,43990,Red
6837,Volkswagen,2012,Tiguan,Volkswagen Tiguan 155,USED,Automatic,Premium,105128,4,SUV,17990,Grey
6838,LDV,2020,T60,LDV T60 Trailrider,USED,Automatic,Diesel,27083,4,Ute / Tray,32999,Grey
6839,Subaru,2019,Liberty,Subaru Liberty 2.5I,USED,Automatic,Unleaded,25084,4,Sedan,31990,White
6840,Holden,2012,Barina,Holden Barina CD,USED,Automatic,Unleaded,120318,4,Hatchback,12990,Black
6841,Mazda,2016,CX-3,Mazda CX-3 Maxx,USED,Automatic,Unleaded,72951,4,SUV,23999,Red
6842,Mercedes-Benz,2018,V250,Mercedes-Benz V250 D,USED,Automatic,Diesel,82700,4,Wagon,79800,Grey
6843,Toyota,2022,Yaris,Toyota Yaris Ascent,USED,Automatic,Unleaded,19601,3,Hatchback,31880,Black
6844,Ford,2017,Ranger,Ford Ranger XL,USED,Automatic,Diesel,86285,5,Ute / Tray,41990,White
6845,Lexus,2011,CT200H,Lexus CT200H Sports,USED,Automatic,Hybrid,168378,4,Hatchback,18990,Silver
6846,Renault,2018,Trafic,Renault Trafic Trader,USED,Manual,Diesel,120282,4,Commercial,26930,White
6847,BMW,2021,X1,BMW X1 Sdrive,USED,Automatic,Premium,36730,3,SUV,57349,Grey
6848,Honda,2017,Civic,Honda Civic RS,USED,Automatic,Unleaded,54599,4,Sedan,29990,Silver
6849,Holden,2019,Acadia,Holden Acadia LT,USED,Automatic,Unleaded,50347,6,SUV,35990,Black
6850,Mazda,2020,CX-5,Mazda CX-5 GT,USED,Automatic,Unleaded,63425,4,SUV,39990,Blue
6851,Mitsubishi,2021,Outlander,Mitsubishi Outlander ES,USED,Automatic,Unleaded,46756,4,SUV,34990,White
6852,Subaru,2014,Forester,Subaru Forester 2.5I-S,USED,Automatic,Unleaded,110582,4,SUV,24990,Blue
6853,Nissan,2016,Pathfinder,Nissan Pathfinder ST-L,USED,Automatic,Premium,93785,6,SUV,29888,Grey
6854,Toyota,2011,RAV4,Toyota RAV4 Cruiser,USED,Manual,Unleaded,142255,4,SUV,14590,Grey
6855,BMW,2018,X4,BMW X4 Xdrive,USED,Automatic,Diesel,67000,4,SUV,43990,Black
6856,Mercedes-Benz,2003,CLK320,Mercedes-Benz CLK320 Elegance,USED,Automatic,Unleaded,92000,6,Coupe,13490,Black
6857,Citroen,2016,Berlingo,Citroen Berlingo 1.6,USED,Manual,Diesel,142054,4,Commercial,16999,White
6858,Mercedes-Benz,2020,CLA45,Mercedes-Benz CLA45 S,USED,Automatic,Premium,46109,4,Sedan,109800,White
6859,Toyota,2019,Corolla,Toyota Corolla Corolla,USED,Automatic,Unleaded,61947,4,Hatchback,28990,White
6860,Volkswagen,2015,Golf,Volkswagen Golf R,USED,Automatic,Premium,71233,4,Hatchback,37950,Blue
6861,BMW,2017,X1,BMW X1 Xdrive,USED,Automatic,Premium,73826,4,SUV,37990,Black
6862,Subaru,2017,Outback,Subaru Outback 2.5I,USED,Automatic,Premium,85091,4,SUV,31490,Grey
6863,Honda,2018,CR-V,Honda CR-V VTI-LX,USED,Automatic,Unleaded,110036,4,SUV,35470,White
6864,Lexus,2018,NX300,Lexus NX300 F,USED,Automatic,Premium,63994,4,SUV,48990,Black
6865,Subaru,2016,Outback,Subaru Outback 2.5I,USED,Automatic,Premium,89851,4,SUV,27990,Grey
6866,Hyundai,2020,Kona,Hyundai Kona Active,USED,Automatic,Unleaded,59306,4,SUV,22990,Silver
6867,Nissan,2012,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,140519,4,SUV,14990,Grey
6868,Mazda,2010,CX-9,Mazda CX-9 Grand,USED,Automatic,Unleaded,150486,6,SUV,16990,Black
6869,Toyota,2021,Yaris,Toyota Yaris Ascent,USED,Automatic,Unleaded,25802,3,Hatchback,29690,Black
6870,Hyundai,2020,Kona,Hyundai Kona Active,USED,Automatic,Unleaded,62667,4,SUV,22990,Silver
6871,Renault,2016,Trafic,Renault Trafic SWB,USED,Manual,Diesel,207578,4,Commercial,19990,White
6872,Mazda,2017,3,Mazda 3 SP25,USED,Automatic,Unleaded,52775,4,Hatchback,28888,Blue
6873,Holden,2018,Acadia,Holden Acadia LTZ-V,USED,Automatic,Unleaded,40752,6,SUV,44990,White
6874,Subaru,2012,XV,Subaru XV 2.0I-L,USED,Automatic,Unleaded,222127,4,SUV,15999,Orange
6875,Holden,2012,Cruze,Holden Cruze Equipe,USED,Automatic,Unleaded,123927,4,Sedan,12990,Grey
6876,Mitsubishi,2003,Pajero,Mitsubishi Pajero Exceed,USED,Automatic,Diesel,343128,4,SUV,9990,Silver
6877,Holden,2016,Commodore,Holden Commodore SS-V,USED,Automatic,Premium,115715,8,Sedan,46990,White
6878,Mazda,2016,CX-5,Mazda CX-5 GT,USED,Automatic,Diesel,145056,4,SUV,25705,Red
6879,Toyota,2020,RAV4,Toyota RAV4 Cruiser,USED,Automatic,Unleaded,59757,4,SUV,46888,White
6880,Subaru,2019,Outback,Subaru Outback 2.5I,USED,Automatic,Unleaded,55332,4,SUV,32995,Blue
6881,Hyundai,2019,Tucson,Hyundai Tucson GO,USED,Automatic,Unleaded,49864,4,SUV,27897,White
6882,Holden,2017,Commodore,Holden Commodore SV6,USED,Automatic,Unleaded,89887,6,Wagon,31995,White
6883,Ford,2019,Ranger,Ford Ranger XLT,USED,Automatic,Diesel,149884,5,Ute / Tray,44990,Blue
6884,Toyota,2019,RAV4,Toyota RAV4 Edge,USED,Automatic,Unleaded,50044,4,SUV,49888,Grey
6885,Nissan,2018,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,74349,4,SUV,26998,White
6886,Ford,2016,Ranger,Ford Ranger XL,USED,Automatic,Diesel,131953,5,Ute / Tray,34995,White
6887,Nissan,2016,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,112951,4,SUV,21990,White
6888,Ford,2021,Everest,Ford Everest Trend,USED,Automatic,Diesel,36009,4,SUV,62990,Silver
6889,Mercedes-Benz,2022,A180,Mercedes-Benz A180,USED,Automatic,Unleaded,6085,4,Hatchback,57868,Black
6890,Toyota,2014,Corolla,Toyota Corolla Levin,USED,Automatic,Unleaded,70675,4,Hatchback,22888,Silver
6891,Toyota,2019,Corolla,Toyota Corolla Ascent,USED,Automatic,Hybrid,70018,4,Hatchback,30990,White
6892,Toyota,2019,Corolla,Toyota Corolla Ascent,USED,Automatic,Hybrid,54378,4,Hatchback,33880,White
6893,Holden,2016,Commodore,Holden Commodore SV6,USED,Automatic,Unleaded,81000,6,Sedan,30000,Blue
6894,Toyota,2020,Yaris,Toyota Yaris Cross,USED,Automatic,Unleaded,27785,3,SUV,37990,Black
6895,Nissan,2019,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,92188,4,SUV,30990,White
6896,Ford,2013,Fiesta,Ford Fiesta CL,USED,Manual,Unleaded,35222,4,Hatchback,10987,Red
6897,Toyota,2021,Kluger,Toyota Kluger GXL,USED,Automatic,Hybrid,27083,4,SUV,74990,Silver
6898,Renault,2020,Koleos,Renault Koleos ZEN,USED,Automatic,Unleaded,42623,4,SUV,25990,White
6899,Toyota,2020,Hilux,Toyota Hilux SR5,USED,Manual,Diesel,93954,4,Ute / Tray,54990,White
6900,Volvo,2016,XC60,Volvo XC60 T5,USED,Automatic,Premium,61577,4,SUV,31690,Black
6901,Toyota,2017,Hilux,Toyota Hilux SR,USED,Automatic,Diesel,91361,4,Ute / Tray,44990,White
6902,Ford,2017,Escape,Ford Escape Titanium,USED,Automatic,Diesel,30347,4,SUV,29900,Red
6903,Mitsubishi,2015,Triton,Mitsubishi Triton GLX,USED,Manual,Unleaded,142391,4,Ute / Tray,16000,White
6904,Holden,2011,Commodore,Holden Commodore SS,USED,Automatic,Premium,291545,8,Sedan,16990,Green
6905,Ford,2019,Ranger,Ford Ranger XL,USED,Automatic,Diesel,56459,5,Ute / Tray,43990,White
6906,Toyota,2008,Hilux,Toyota Hilux SR,USED,Manual,Unleaded,358301,6,Ute / Tray,11494,White
6907,Kia,2019,Sportage,Kia Sportage SI,USED,Automatic,Unleaded,93722,4,SUV,27990,Red
6908,Volkswagen,2013,Amarok,Volkswagen Amarok TDI420,USED,Automatic,Diesel,143561,4,Ute / Tray,26999,White
6909,Volkswagen,2020,Golf,Volkswagen Golf R,USED,Automatic,Premium,36226,4,Wagon,50990,White
6910,Toyota,1998,Land,Toyota Land Cruiser,USED,Automatic,Unleaded,334407,4,Wagon,11999,Green
6911,Kia,2007,RIO,Kia RIO LX,USED,Automatic,Unleaded,175709,4,Hatchback,5499,Burgundy
6912,LDV,2019,T60,LDV T60 Luxe,USED,Manual,Diesel,38350,4,Ute / Tray,26999,Red
6913,Mazda,2020,CX-8,Mazda CX-8 Sport,USED,Automatic,Unleaded,95511,4,SUV,38990,Silver
6914,Audi,2015,Q3,Audi Q3 1.4,USED,Automatic,Premium,224604,4,SUV,16890,Black
6915,Volkswagen,2018,Golf,Volkswagen Golf GTI,USED,Manual,Premium,91000,4,Hatchback,33990,Red
6916,Ford,2017,Ranger,Ford Ranger XLT,USED,Automatic,Diesel,192405,5,Ute / Tray,34990,White
6917,Toyota,2019,Camry,Toyota Camry Ascent,USED,Automatic,Unleaded,102436,4,Sedan,31990,Silver
6918,Nissan,2011,Murano,Nissan Murano TI,USED,Automatic,Unleaded,165483,6,SUV,15877,Black
6919,Mazda,2014,3,Mazda 3 Maxx,USED,Automatic,Unleaded,156603,4,Hatchback,19990,White
6920,Kia,2012,Sorento,Kia Sorento Platinum,USED,Automatic,Diesel,134686,4,SUV,21990,Grey
6921,Ford,2018,Ranger,Ford Ranger XL,USED,Automatic,Diesel,261533,4,Ute / Tray,23999,White
6922,Nissan,2023,Qashqai,Nissan Qashqai ST-L,NEW,Automatic,Premium,13,4,SUV,46990,Blue
6923,Jeep,2017,Grand,Jeep Grand Cherokee,USED,Automatic,Diesel,124653,6,SUV,34888,White
6924,Hyundai,2019,I30,Hyundai I30 Active,USED,Automatic,Unleaded,56867,4,Hatchback,24990,Silver
6925,Lexus,2022,ES250,Lexus ES250 Luxury,USED,Automatic,Premium,9126,4,Sedan,58980,Silver
6926,Mercedes-Benz,2016,GLA250,Mercedes-Benz GLA250 4Matic,USED,Automatic,Premium,19288,4,SUV,44868,Grey
6927,Ford,2006,Falcon,Ford Falcon XR6,USED,Automatic,Unleaded,293168,6,Sedan,7499,Red
6928,Toyota,2020,C-HR,Toyota C-HR Standard,USED,Automatic,Premium,48860,4,SUV,33987,Red
6929,Nissan,2018,Navara,Nissan Navara ST,USED,Automatic,Diesel,45000,4,Ute / Tray,46990,White
6930,Toyota,2021,Yaris,Toyota Yaris SX,USED,Automatic,Unleaded,16051,3,Hatchback,31990,Silver
6931,Toyota,2019,Camry,Toyota Camry Ascent,USED,Automatic,Hybrid,15603,4,Sedan,43900,White
6932,Nissan,2022,X-Trail,Nissan X-Trail TI,USED,Automatic,Unleaded,8957,4,SUV,45990,White
6933,Honda,2018,CR-V,Honda CR-V VTI,USED,Automatic,Unleaded,44287,4,SUV,30800,Silver
6934,Hyundai,2020,Tucson,Hyundai Tucson Active,USED,Automatic,Unleaded,56415,4,SUV,32888,Silver
6935,Ford,2017,Ranger,Ford Ranger XLT,USED,Manual,Diesel,163415,5,Ute / Tray,38999,Black
6936,Peugeot,2022,3008,Peugeot 3008 GT,NEW,Automatic,Unleaded,10,4,SUV,64930,White
6937,Mitsubishi,2021,Outlander,Mitsubishi Outlander ES,USED,Automatic,Unleaded,61068,4,SUV,33750,Grey
6938,Toyota,2023,RAV4,Toyota RAV4 GX,USED,Automatic,Unleaded,18,4,SUV,52141,White
6939,Mercedes-Benz,2021,GLC,Mercedes-Benz GLC 200,USED,Automatic,Premium,24195,4,SUV,67868,Silver
6940,Lexus,2020,NX300,Lexus NX300 Sports,USED,Automatic,Premium,44088,4,SUV,64990,Black
6941,Honda,2022,CR-V,Honda CR-V VTI,USED,Automatic,Unleaded,13084,4,SUV,41987,Grey
6942,Mitsubishi,2017,Outlander,Mitsubishi Outlander LS,USED,Automatic,Unleaded,139746,4,SUV,22990,Black
6943,Holden,2010,Cruze,Holden Cruze CDX,USED,Automatic,Unleaded,137598,4,Sedan,10990,Gold
6944,Hyundai,2010,I30,Hyundai I30 CW,USED,Automatic,Unleaded,129000,4,Wagon,9800,Red
6945,Mercedes-Benz,2011,Vito,Mercedes-Benz Vito 113CDI,USED,Manual,Diesel,116252,4,Commercial,22990,White
6946,Jeep,2020,Grand,Jeep Grand Cherokee,USED,Automatic,Diesel,52500,6,SUV,57990,Grey
6947,Toyota,2009,Aurion,Toyota Aurion Prodigy,USED,Automatic,Unleaded,200716,6,Sedan,11990,Silver
6948,Volkswagen,2021,T-ROC,Volkswagen T-ROC 110TSI,USED,Automatic,Premium,35505,4,SUV,39890,Grey
6949,Hyundai,2013,Accent,Hyundai Accent Elite,USED,Automatic,Unleaded,106200,4,Sedan,14950,White
6950,Ford,2015,Mustang,Ford Mustang Fastback,USED,Automatic,Premium,88819,8,Coupe,45987,White
6951,Subaru,2017,Outback,Subaru Outback 3.6R,USED,Automatic,Premium,62033,6,SUV,36990,Silver
6952,Hyundai,2014,Veloster,Hyundai Veloster SR,USED,Automatic,Unleaded,58100,4,Hatchback,21990,Red
6953,Jeep,2013,Wrangler,Jeep Wrangler Unlimited,USED,Manual,Unleaded,205015,6,SUV,24990,Black
6954,Ford,2019,Endura,Ford Endura Titanium,USED,Automatic,Diesel,56124,4,SUV,39990,Grey
6955,Toyota,2020,RAV4,Toyota RAV4 Cruiser,USED,Automatic,Hybrid,76487,4,SUV,54990,White
6956,Hyundai,2020,Kona,Hyundai Kona Active,USED,Automatic,Unleaded,58425,4,SUV,22990,White
6957,Ford,2013,Ranger,Ford Ranger XL,USED,Manual,Diesel,270663,4,Ute / Tray,14987,White
6958,Lexus,2019,NX,Lexus NX NX300,USED,Automatic,Premium,46807,4,Wagon,52990,Grey
6959,Subaru,2022,Outback,Subaru Outback AWD,USED,Automatic,Unleaded,4994,4,SUV,45990,White
6960,Hyundai,2013,I30,Hyundai I30 Elite,USED,Automatic,Unleaded,237639,4,Hatchback,11990,Silver
6961,Holden,2012,Captiva,Holden Captiva 7,USED,Automatic,Unleaded,189350,4,SUV,10999,Grey
6962,Mazda,2016,CX-9,Mazda CX-9 Touring,USED,Automatic,Unleaded,140520,4,SUV,32341,Blue
6963,Toyota,2015,Landcruiser,Toyota Landcruiser Prado,USED,Automatic,Diesel,147531,4,SUV,47990,White
6964,BMW,2012,320D,BMW 320D Touring,USED,Automatic,Diesel,199599,4,Wagon,13990,Silver
6965,Toyota,2019,Camry,Toyota Camry Ascent,USED,Automatic,Hybrid,30256,4,Sedan,42877,White
6966,Nissan,2021,X-Trail,Nissan X-Trail Ti,USED,Automatic,Unleaded,23342,4,Wagon,42990,White
6967,Toyota,2015,Kluger,Toyota Kluger GX,USED,Automatic,Unleaded,90953,6,SUV,29888,Black
6968,Subaru,2019,Liberty,Subaru Liberty 2.5I,USED,Automatic,Unleaded,142454,4,Sedan,24999,Grey
6969,Nissan,2019,X-Trail,Nissan X-Trail ST-L,USED,Automatic,Unleaded,135989,4,SUV,24900,Black
6970,Land,2015,Rover,Land Rover Discovery,USED,Automatic,Premium,85014,4,SUV,28990,White
6971,Nissan,2017,Navara,Nissan Navara ST,USED,Automatic,Diesel,266100,4,Ute / Tray,23490,White
6972,Nissan,2018,Qashqai,Nissan Qashqai ST-L,USED,Automatic,Unleaded,55218,4,SUV,31700,White
6973,GWM,2022,Haval,GWM Haval H6,DEMO,Automatic,Premium,10,4,SUV,41485,Blue
6974,Mazda,2019,CX-5,Mazda CX-5 Maxx,USED,Automatic,Unleaded,62320,4,SUV,34990,Silver
6975,Toyota,2017,Kluger,Toyota Kluger Grande,USED,Automatic,Unleaded,45342,4,Wagon,52990,White
6976,Mercedes-Benz,2017,CLA250,Mercedes-Benz CLA250 Sport,USED,Automatic,Premium,79179,4,Wagon,39990,Grey
6977,Mitsubishi,2017,ASX,Mitsubishi ASX LS,USED,Automatic,Unleaded,35920,4,SUV,23990,Black
6978,Holden,2019,Commodore,Holden Commodore RS,USED,Automatic,Premium,70761,4,Wagon,27990,White
6979,Jeep,2022,Compass,Jeep Compass S-Limited,DEMO,Automatic,Unleaded,1500,4,SUV,50499,Green
6980,Hyundai,2019,I30,Hyundai I30 GO,USED,Automatic,Unleaded,39993,4,Hatchback,23950,White
6981,Mercedes-Benz,2014,CLA45,Mercedes-Benz CLA45 AMG,USED,Automatic,Premium,102088,4,Sedan,39888,Red
6982,Kia,2018,Picanto,Kia Picanto GT-Line,USED,Automatic,Unleaded,42664,4,Hatchback,19900,White
6983,Mitsubishi,2021,Outlander,Mitsubishi Outlander ES,USED,Automatic,Unleaded,54503,4,SUV,33888,White
6984,Mazda,2012,CX-5,Mazda CX-5 Grand,USED,Automatic,Diesel,133162,4,SUV,19830,Blue
6985,Mitsubishi,2021,Outlander,Mitsubishi Outlander ES,USED,Automatic,Unleaded,59936,4,SUV,31990,Red
6986,Subaru,2004,Impreza,Subaru Impreza RS,USED,Manual,Unleaded,315334,4,Hatchback,4999,Silver
6987,Hyundai,2020,I30,Hyundai I30 Elite,USED,Automatic,Unleaded,23977,4,Hatchback,32990,Black
6988,Nissan,2002,Navara,Nissan Navara DX,USED,Manual,Diesel,263239,4,Ute / Tray,8999,White
6989,Kia,2010,RIO,Kia RIO SI,USED,Manual,Unleaded,282390,4,Sedan,5999,Black
6990,Nissan,2008,Navara,Nissan Navara ST-X,USED,Manual,Diesel,236147,4,Ute / Tray,14990,Red
6991,Volkswagen,2013,Golf,Volkswagen Golf 103,USED,Automatic,Premium,136788,4,Hatchback,16711,Silver
6992,Jeep,2011,Wrangler,Jeep Wrangler Renegade,USED,Automatic,Unleaded,215000,6,SUV,21990,Black
6993,Holden,2016,Cruze,Holden Cruze CD,USED,Automatic,Unleaded,121339,4,Wagon,14620,White
6994,Nissan,2016,Juke,Nissan Juke ST,USED,Automatic,Premium,120648,4,SUV,14990,Red
6995,Toyota,2016,86,Toyota 86 GT,USED,Manual,Premium,68068,4,Coupe,32470,White
6996,Toyota,2018,Alphard,Toyota Alphard,USED,Automatic,Unleaded,6500,4,Wagon,104990,Black
6997,Ford,2013,Focus,Ford Focus Trend,USED,Automatic,Unleaded,93500,4,Sedan,14990,Black
6998,Subaru,2010,Forester,Subaru Forester X,USED,Automatic,Unleaded,94800,4,SUV,16987,White
6999,Toyota,2007,Camry,Toyota Camry Ateva,USED,Automatic,Unleaded,140824,4,Sedan,12750,Grey
7000,Mazda,2022,CX-5,Mazda CX-5 Touring,USED,Automatic,Unleaded,14528,4,SUV,39999,Blue
7001,Hyundai,2016,Santa,Hyundai Santa FE,USED,Automatic,Diesel,88024,4,SUV,33988,White
7002,Hyundai,2020,I30,Hyundai I30,USED,Automatic,Unleaded,55128,4,Hatchback,24999,White
