,Brand,Year,Model,Title,UsedOrNew,Transmission,FuelType,Kilometres,CylindersinEngine,BodyType,Price,Colour
7003,Holden,2017,Commodore,Holden Commodore SV6,USED,Automatic,Unleaded,80334,6,Sedan,32990,Grey
7004,Toyota,2018,Camry,Toyota Camry Ascent,USED,Automatic,Hybrid,77489,4,Sedan,36499,White
7005,Mercedes-Benz,2017,E300,Mercedes-Benz E300,USED,Automatic,Premium,33145,4,Sedan,67868,Grey
7006,Holden,2018,Commodore,Holden Commodore RS-V,USED,Automatic,Premium,61620,6,Wagon,32990,White
7007,Honda,2018,HR-V,Honda HR-V VTI,USED,Automatic,Unleaded,90227,4,SUV,26450,Grey
7008,Mazda,2022,CX-5,Mazda CX-5 Touring,USED,Automatic,Diesel,14510,4,SUV,43990,White
7009,Mitsubishi,2016,ASX,Mitsubishi ASX LS,USED,Automatic,Unleaded,71605,4,SUV,21988,White
7010,Ford,2018,Everest,Ford Everest Trend,USED,Automatic,Diesel,160928,5,SUV,39990,Red
7011,Volkswagen,2018,Golf,Volkswagen Golf 110,USED,Manual,Premium,51128,4,Hatchback,21990,White
7012,Kia,2019,Cerato,Kia Cerato S,USED,Automatic,Unleaded,61388,4,Hatchback,24990,White
7013,Mercedes-Benz,2014,C250,Mercedes-Benz C250 Bluetec,USED,Automatic,Diesel,72314,4,Sedan,37888,Blue
7014,Mazda,2017,BT-50,Mazda BT-50 XT,USED,Manual,Diesel,182650,4,Ute / Tray,16999,White
7015,Hyundai,2021,I30,Hyundai I30,USED,Automatic,Unleaded,34960,4,Hatchback,27390,White
7016,Ford,2022,Ranger,Ford Ranger XL,USED,Automatic,Diesel,4341,4,Ute / Tray,50888,White
7017,Toyota,2009,RAV4,Toyota RAV4 Cruiser,USED,Automatic,Unleaded,190344,4,SUV,15990,White
7018,Toyota,2020,Corolla,Toyota Corolla ZR,USED,Automatic,Hybrid,36511,4,Hatchback,39380,Red
7019,Mazda,2015,CX-9,Mazda CX-9 Luxury,USED,Automatic,Unleaded,114090,6,SUV,26999,Grey
7020,Nissan,2021,Navara,Nissan Navara ST,USED,Automatic,Diesel,40000,4,Ute / Tray,51990,Red
7021,Audi,2014,Q3,Audi Q3 2.0,USED,Automatic,Premium,104934,4,SUV,21990,White
7022,Subaru,2018,Impreza,Subaru Impreza 2.0I,USED,Automatic,Unleaded,88217,4,Hatchback,22990,White
7023,Mazda,2014,CX-5,Mazda CX-5 Maxx,USED,Manual,Unleaded,87876,4,SUV,19990,Silver
7024,Mitsubishi,2006,Outlander,Mitsubishi Outlander XLS,USED,Automatic,Unleaded,226000,4,SUV,11888,Black
7025,Volkswagen,2022,T-Cross,Volkswagen T-Cross 85TSI,USED,Automatic,Premium,28916,3,SUV,35989,White
7026,Ford,2019,Transit,Ford Transit Custom,USED,Automatic,Diesel,79662,4,Commercial,43988,White
7027,Mazda,2017,6,Mazda 6 Atenza,USED,Automatic,Unleaded,98427,4,Sedan,29950,Grey
7028,Ford,2019,Ranger,Ford Ranger XL,USED,Automatic,Diesel,164487,5,Ute / Tray,31999,White
7029,Subaru,2009,Outback,Subaru Outback 2.5I,USED,Automatic,Premium,245609,4,SUV,12999,Blue
7030,Holden,2018,Trax,Holden Trax LS,USED,Automatic,Unleaded,75931,4,SUV,21990,White
7031,Nissan,2017,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,71698,4,SUV,24930,White
7032,Toyota,2019,Corolla,Toyota Corolla Ascent,USED,Automatic,Hybrid,27955,4,Hatchback,33990,Red
7033,Volkswagen,2022,Arteon,Volkswagen Arteon 140TSI,DEMO,Automatic,Premium,1200,4,Wagon,69990,Black
7034,Subaru,2010,Liberty,Subaru Liberty 2.5I,USED,Automatic,Premium,217221,4,Sedan,14990,Red
7035,Jeep,2020,Wrangler,Jeep Wrangler Unlimited,USED,Automatic,Unleaded,49673,6,SUV,64990,Silver
7036,Toyota,2020,RAV4,Toyota RAV4 Cruiser,USED,Automatic,Hybrid,26418,4,SUV,59880,White
7037,Mitsubishi,2018,Triton,Mitsubishi Triton GLX,USED,Automatic,Diesel,95435,4,Ute / Tray,37470,Grey
7038,Toyota,2018,RAV4,Toyota RAV4 GXL,USED,Automatic,Unleaded,62390,4,SUV,32490,White
7039,Subaru,2013,XV,Subaru XV 2.0I-S,USED,Automatic,Unleaded,175053,4,SUV,15850,Orange
7040,Mazda,2012,BT-50,Mazda BT-50 XT,USED,Manual,Diesel,339903,5,Ute / Tray,15990,Grey
7041,Subaru,2010,Impreza,Subaru Impreza R,USED,Manual,Premium,95121,4,Sedan,13999,Black
7042,Toyota,2021,Hilux,Toyota Hilux SR5,USED,Automatic,Diesel,23411,4,Ute / Tray,71990,Grey
7043,Subaru,2017,Levorg,Subaru Levorg 1.6,USED,Automatic,Premium,115362,4,Wagon,29990,Black
7044,Mercedes-Benz,2017,C220,Mercedes-Benz C220 D,USED,Automatic,Diesel,31023,4,Wagon,47990,Grey
7045,Toyota,2017,Hilux,Toyota Hilux SR,USED,Automatic,Diesel,135384,4,Ute / Tray,42888,White
7046,Kia,2020,Picanto,Kia Picanto GT-Line,USED,Automatic,Unleaded,14275,4,Hatchback,22990,White
7047,Nissan,2018,Navara,Nissan Navara SL,USED,Automatic,Diesel,95863,4,Ute / Tray,33790,White
7048,Mitsubishi,2014,Mirage,Mitsubishi Mirage LS,USED,Automatic,Unleaded,198259,3,Hatchback,8987,Green
7049,Toyota,2018,Hilux,Toyota Hilux SR5,USED,Automatic,Diesel,46888,4,Ute / Tray,56000,Grey
7050,Nissan,2011,Navara,Nissan Navara ST-X,USED,Automatic,Diesel,219532,4,Ute / Tray,22990,Silver
7051,Kia,2010,Grand,Kia Grand Carnival,USED,Automatic,Unleaded,140010,6,Wagon,12990,Blue
7052,Hyundai,2017,Accent,Hyundai Accent Active,USED,Automatic,Unleaded,78723,4,Hatchback,17999,Blue
7053,Subaru,2003,Liberty,Subaru Liberty RX,USED,Manual,Unleaded,222609,4,Sedan,4999,Silver
7054,Suzuki,2019,Swift,Suzuki Swift GL,USED,Automatic,Unleaded,64680,4,Hatchback,20999,Blue
7055,Holden,2017,Trax,Holden Trax LS,USED,Automatic,Unleaded,160351,4,SUV,18799,Grey
7056,Peugeot,2018,308,Peugeot 308 Active,USED,Automatic,Premium,93205,3,Hatchback,18950,Blue
7057,Mazda,2017,6,Mazda 6 Sport,USED,Automatic,Unleaded,89730,4,Sedan,27990,White
7058,Holden,2012,Captiva,Holden Captiva SX,USED,Automatic,Unleaded,138589,4,Wagon,9499,Silver
7059,Ford,2018,Everest,Ford Everest Trend,USED,Automatic,Diesel,149747,5,SUV,38950,White
7060,Audi,1999,TT,Audi TT Quattro,USED,Manual,Premium,204026,4,Coupe,15999,Silver
7061,Volkswagen,2022,T-ROC,Volkswagen T-ROC 140TSI,DEMO,Automatic,Premium,2207,4,SUV,57150,Red
7062,BMW,2016,X5,BMW X5 Xdrive,USED,Automatic,Diesel,85400,6,SUV,54990,Blue
7063,Volkswagen,2017,Amarok,Volkswagen Amarok V6,USED,Automatic,Diesel,86914,6,Ute / Tray,46800,Black
7064,Nissan,2020,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,68757,4,SUV,29990,Silver
7065,Ford,2019,Everest,Ford Everest Trend,USED,Automatic,Diesel,96732,4,SUV,49999,Grey
7066,Hyundai,2020,Kona,Hyundai Kona Active,USED,Automatic,Unleaded,62142,4,SUV,27777,Silver
7067,Jeep,2023,Wrangler,Jeep Wrangler Unlimited,NEW,Automatic,Unleaded,40,6,SUV,84999,White
7068,Hyundai,2018,Elantra,Hyundai Elantra Elite,USED,Automatic,Unleaded,26264,4,Sedan,26090,Grey
7069,Isuzu,2018,D-MAX,Isuzu D-MAX SX,USED,Manual,Diesel,85491,4,Ute / Tray,37990,White
7070,Nissan,2017,X-Trail,Nissan X-Trail TI,USED,Automatic,Unleaded,64973,4,SUV,31990,White
7071,Kia,2020,Carnival,Kia Carnival S,USED,Automatic,Diesel,60323,4,Wagon,39990,Grey
7072,Nissan,2020,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,56900,4,SUV,29996,Grey
7073,Mitsubishi,2018,ASX,Mitsubishi ASX LS,USED,Automatic,Unleaded,100734,4,SUV,22490,Grey
7074,Volkswagen,2016,Touareg,Volkswagen Touareg 150,USED,Automatic,Diesel,178987,6,SUV,28987,White
7075,Isuzu,2019,D-MAX,Isuzu D-MAX SX,USED,Automatic,Diesel,82000,4,Ute / Tray,35990,White
7076,Ford,2010,Falcon,Ford Falcon XR6,USED,Automatic,Unleaded,188921,6,Sedan,12536,Black
7077,Hyundai,2015,Tucson,Hyundai Tucson Active,USED,Automatic,Unleaded,99616,4,SUV,24990,White
7078,Toyota,2009,Estima,Toyota Estima,USED,Automatic,Other,106341,4,Wagon,16999,Blue
7079,Mitsubishi,2019,ASX,Mitsubishi ASX ES,USED,Automatic,Unleaded,59138,4,SUV,26890,Grey
7080,Toyota,2022,Yaris,Toyota Yaris ZR,USED,Automatic,Unleaded,3000,3,Hatchback,36880,Gold
7081,Lexus,2015,NX200T,Lexus NX200T Sports,USED,Automatic,Premium,65905,4,SUV,41990,Grey
7082,Kia,2017,Sportage,Kia Sportage SI,USED,Automatic,Unleaded,77936,4,SUV,26888,White
7083,Hyundai,2019,I30,Hyundai I30 Active,USED,Automatic,Unleaded,65016,4,Hatchback,24355,Red
7084,Hyundai,2014,Santa,Hyundai Santa FE,USED,Automatic,Unleaded,208123,4,SUV,19800,Black
7085,Toyota,2019,Kluger,Toyota Kluger GXL,USED,Automatic,Unleaded,93958,6,SUV,47990,White
7086,Land,2019,Rover,Land Rover Range,USED,Automatic,Diesel,57000,4,SUV,81987,Black
7087,Chevrolet,2021,Silverado,Chevrolet Silverado 1500,USED,Automatic,Unleaded,32594,8,Ute / Tray,129990,Blue
7088,Mazda,2004,6,Mazda 6 Classic,USED,Automatic,Premium,191401,4,Wagon,6990,White
7089,Nissan,2019,Pathfinder,Nissan Pathfinder ST,USED,Automatic,Premium,106312,6,SUV,30990,Grey
7090,Toyota,2015,Hilux,Toyota Hilux SR,USED,Manual,Diesel,119126,4,Ute / Tray,38888,White
7091,Toyota,2016,Landcruiser,Toyota Landcruiser VX,USED,Automatic,Diesel,165000,8,SUV,89665,White
7092,Ford,2021,Ranger,Ford Ranger XLT,USED,Automatic,Diesel,19790,4,Ute / Tray,56990,White
7093,Mercedes-Benz,2018,Vito,Mercedes-Benz Vito 114,USED,Automatic,Diesel,141330,4,Commercial,34990,White
7094,Mazda,2021,CX-9,Mazda CX-9 Azami,USED,Automatic,Unleaded,48772,4,SUV,56990,White
7095,Mercedes-Benz,2007,Vito,Mercedes-Benz Vito 109CDI,USED,Manual,Diesel,173821,4,Commercial,15990,White
7096,Mazda,2018,CX-5,Mazda CX-5 GT,USED,Automatic,Diesel,156265,4,SUV,27888,Silver
7097,Toyota,2021,Landcruiser,Toyota Landcruiser Prado,USED,Automatic,Diesel,53425,4,SUV,70880,White
7098,Subaru,2020,XV,Subaru XV 2.0I,USED,Automatic,Unleaded,28110,4,SUV,37970,Silver
7099,Suzuki,2020,Swift,Suzuki Swift GL,USED,Automatic,Unleaded,71737,4,Hatchback,20999,Blue
7100,Mitsubishi,2019,Pajero,Mitsubishi Pajero GLX5,USED,Automatic,Diesel,153572,4,SUV,33999,White
7101,Ford,2016,Ranger,Ford Ranger XL,USED,Manual,Diesel,202690,4,Ute / Tray,23990,White
7102,Mitsubishi,2017,Lancer,Mitsubishi Lancer Black,USED,Automatic,Unleaded,105931,4,Sedan,21999,Grey
7103,Jeep,2019,Grand,Jeep Grand Cherokee,USED,Automatic,Diesel,28537,4,Wagon,77333,Black
7104,Mazda,2017,CX-3,Mazda CX-3 S,USED,Manual,Unleaded,96821,4,SUV,25850,Brown
7105,Mercedes-Benz,2016,C200,Mercedes-Benz C200,USED,Automatic,Premium,63964,4,Sedan,37950,White
7106,Toyota,2018,Kluger,Toyota Kluger GXL,USED,Automatic,Unleaded,58515,4,Wagon,45990,Black
7107,Peugeot,2019,308,Peugeot 308 Active,USED,Automatic,Premium,69877,3,Hatchback,19990,Grey
7108,Subaru,2021,Outback,Subaru Outback AWD,USED,Automatic,Unleaded,12883,4,SUV,51990,Grey
7109,Nissan,2022,Z,Nissan Z,USED,Automatic,Premium,7835,6,Coupe,85990,Blue
7110,Kia,2020,Cerato,Kia Cerato S,USED,Automatic,Unleaded,15729,4,Hatchback,28988,Grey
7111,Ford,2011,Falcon,Ford Falcon XR6,USED,Automatic,Unleaded,130826,6,Sedan,15999,Blue
7112,Hyundai,2019,Tucson,Hyundai Tucson Active,USED,Automatic,Unleaded,74798,4,SUV,25990,Silver
7113,Toyota,2011,HiAce,Toyota HiAce Commuter,USED,Automatic,Unleaded,169714,4,People Mover,31990,White
7114,Audi,2017,Q5,Audi Q5 2.0,USED,Automatic,Diesel,98370,4,SUV,45990,Black
7115,Volkswagen,2021,Tiguan,Volkswagen Tiguan 110TSI,USED,Automatic,Premium,26348,4,SUV,41900,White
7116,Mercedes-Benz,2013,Vito,Mercedes-Benz Vito 113CDI,USED,Automatic,Diesel,148805,4,Commercial,31450,White
7117,Toyota,2019,Camry,Toyota Camry SX,USED,Automatic,Unleaded,64499,4,Sedan,35999,Black
7118,Toyota,2022,Kluger,Toyota Kluger GXL,USED,Automatic,Premium,13967,4,Wagon,79990,Blue
7119,Kia,2018,Sportage,Kia Sportage SI,USED,Automatic,Unleaded,79340,4,SUV,26495,Red
7120,Subaru,2019,XV,Subaru XV 2.0I,USED,Automatic,Unleaded,54349,4,SUV,30990,Red
7121,Mazda,2018,CX-3,Mazda CX-3 Maxx,USED,Automatic,Unleaded,50566,4,SUV,25990,Black
7122,Holden,2012,Captiva,Holden Captiva 7,USED,Automatic,Unleaded,124370,6,SUV,12800,Black
7123,Subaru,2019,Liberty,Subaru Liberty 2.5I,USED,Automatic,Unleaded,56496,4,Sedan,26990,Blue
7124,Honda,2016,Odyssey,Honda Odyssey VTI,USED,Automatic,Unleaded,243406,4,Wagon,18899,White
7125,Nissan,2015,Pathfinder,Nissan Pathfinder ST,USED,Automatic,Hybrid,157889,4,SUV,23888,White
7126,Mitsubishi,2011,Outlander,Mitsubishi Outlander LS,USED,Manual,Unleaded,138017,4,SUV,11990,White
7127,Suzuki,2019,Swift,Suzuki Swift GL,USED,Automatic,Unleaded,63825,4,Hatchback,20999,Blue
7128,Toyota,2019,Corolla,Toyota Corolla Ascent,USED,Automatic,Hybrid,34283,4,Hatchback,33900,Silver
7129,Nissan,2016,X-Trail,Nissan X-Trail ST-L,USED,Automatic,Unleaded,108000,4,SUV,23705,White
7130,Hyundai,2017,Tucson,Hyundai Tucson Highlander,USED,Automatic,Diesel,14936,4,SUV,38999,Red
7131,Toyota,2018,Camry,Toyota Camry Ascent,USED,Automatic,Hybrid,9901,4,Sedan,41970,White
7132,Hyundai,2019,Tucson,Hyundai Tucson Active,USED,Automatic,Unleaded,69549,4,SUV,25990,Silver
7133,Volkswagen,2019,Golf,Volkswagen Golf GTI,USED,Automatic,Premium,22680,4,Hatchback,44990,White
7134,Toyota,2005,Camry,Toyota Camry Altise,USED,Automatic,Unleaded,93618,4,Sedan,10890,Silver
7135,Toyota,2022,Supra,Toyota Supra GTS,USED,Automatic,Premium,15483,6,Coupe,95888,Grey
7136,Honda,2017,Civic,Honda Civic Type,USED,Manual,Premium,31685,4,Hatchback,55990,White
7137,Toyota,2015,Hilux,Toyota Hilux SR,USED,Manual,Diesel,198600,4,Ute / Tray,33990,White
7138,Honda,2009,CR-V,Honda CR-V (4X4),USED,Automatic,Unleaded,157443,4,SUV,12990,Silver
7139,Renault,2021,Koleos,Renault Koleos ZEN,USED,Automatic,Unleaded,46377,4,SUV,30990,Blue
7140,Honda,2019,CR-V,Honda CR-V VTI-E7,USED,Automatic,Unleaded,45187,4,SUV,34990,Silver
7141,Mazda,2019,3,Mazda 3 G25,USED,Automatic,Unleaded,24256,4,Hatchback,33488,Grey
7142,Renault,2018,Koleos,Renault Koleos Intens,USED,Automatic,Diesel,100456,4,SUV,27950,White
7143,Renault,2016,Clio,Renault Clio Expression,USED,Automatic,Unleaded,110002,4,Hatchback,16490,Blue
7144,BMW,2013,X1,BMW X1 Sdrive,USED,Automatic,Diesel,104000,4,SUV,19990,Black
7145,Mitsubishi,2018,Eclipse,Mitsubishi Eclipse Cross,USED,Automatic,Unleaded,18868,4,SUV,28990,Grey
7146,Suzuki,2022,Baleno,Suzuki Baleno GL,USED,Manual,Unleaded,22025,4,Hatchback,19990,White
7147,Toyota,2013,RAV4,Toyota RAV4 GX,USED,Automatic,Unleaded,211287,4,SUV,19888,Red
7148,Kia,2020,Picanto,Kia Picanto S,USED,Automatic,Unleaded,16057,4,Hatchback,18988,Orange
7149,Mazda,2015,BT-50,Mazda BT-50 XT,USED,Automatic,Diesel,271897,5,Ute / Tray,14670,White
7150,Holden,2017,Astra,Holden Astra RS-V,USED,Manual,Premium,88059,4,Hatchback,17790,Red
7151,Kia,2013,Sportage,Kia Sportage SLI,USED,Automatic,Unleaded,140331,4,SUV,17970,Silver
7152,Audi,2010,Q5,Audi Q5 3.0,USED,Automatic,Diesel,169790,6,SUV,20990,Grey
7153,Ford,2021,Ranger,Ford Ranger XLT,USED,Automatic,Diesel,15310,4,Ute / Tray,56990,White
7154,Nissan,2009,Micra,Nissan Micra,USED,Automatic,Unleaded,122366,4,Hatchback,9987,Blue
7155,Hyundai,2018,I30,Hyundai I30 N,USED,Manual,Premium,101358,4,Hatchback,35999,Blue
7156,Volvo,2022,XC40,Volvo XC40 Ultimate,DEMO,Automatic,Premium,1224,4,SUV,70990,White
7157,Ford,2009,Fiesta,Ford Fiesta LX,USED,Automatic,Unleaded,211751,4,Hatchback,7999,Blue
7158,Toyota,2014,Kluger,Toyota Kluger GX,USED,Automatic,Unleaded,152082,6,SUV,26999,Grey
7159,Toyota,2019,Kluger,Toyota Kluger GXL,USED,Automatic,Unleaded,26037,6,SUV,57990,Brown
7160,Mitsubishi,2018,Outlander,Mitsubishi Outlander LS,USED,Automatic,Unleaded,28398,4,SUV,30900,White
7161,Kia,2012,Cerato,Kia Cerato SLS,USED,Automatic,Unleaded,132704,4,Hatchback,14990,Blue
7162,Hyundai,2012,I30,Hyundai I30 Active,USED,Manual,Unleaded,144730,4,Hatchback,11990,Blue
7163,Toyota,2019,C-HR,Toyota C-HR Koba,USED,Automatic,Premium,77984,4,SUV,34998,White
7164,Toyota,2018,Hilux,Toyota Hilux Workmate,USED,Automatic,Unleaded,222509,4,Ute / Tray,25990,White
7165,Nissan,2015,Pathfinder,Nissan Pathfinder ST-L,USED,Automatic,Premium,100635,6,SUV,28999,Silver
7166,Mazda,2012,2,Mazda 2 NEO,USED,Automatic,Unleaded,101443,4,Hatchback,12990,Red
7167,Hyundai,2015,Santa,Hyundai Santa FE,USED,Automatic,Diesel,125421,4,SUV,27880,Brown
7168,Hyundai,2020,Kona,Hyundai Kona Active,USED,Automatic,Unleaded,65729,4,SUV,22990,White
7169,Volkswagen,2005,Polo,Volkswagen Polo Elite,USED,Automatic,Premium,196573,4,Hatchback,8399,Black
7170,Ford,1998,Falcon,Ford Falcon XR6,USED,Automatic,Unleaded,237066,6,Sedan,14990,Blue
7171,Toyota,2021,Kluger,Toyota Kluger Grande,USED,Automatic,Hybrid,53000,4,SUV,76888,Blue
7172,Toyota,2020,RAV4,Toyota RAV4 GX,USED,Automatic,Hybrid,185959,4,SUV,37990,White
7173,Subaru,2020,XV,Subaru XV 2.0I-S,USED,Automatic,Unleaded,35282,4,SUV,37999,White
7174,Toyota,2020,RAV4,Toyota RAV4 GX,USED,Automatic,Hybrid,59637,4,SUV,44888,Blue
7175,Haval,2020,H2,Haval H2 LUX,USED,Automatic,Premium,64624,4,SUV,24990,White
7176,Toyota,2014,Corolla,Toyota Corolla Ascent,USED,Automatic,Unleaded,128815,4,Hatchback,18990,Red
7177,Nissan,2018,Leaf,Nissan Leaf G,USED,Automatic,Electric,38064,4,Hatchback,36990,White
7178,Toyota,2006,Yaris,Toyota Yaris YR,USED,Automatic,Unleaded,53585,4,Hatchback,9499,White
7179,Mazda,2018,CX-9,Mazda CX-9 Azami,USED,Automatic,Unleaded,24107,4,SUV,51988,Blue
7180,Mazda,2009,CX-9,Mazda CX-9 Luxury,USED,Automatic,Unleaded,170100,6,SUV,14490,Silver
7181,Honda,2014,CR-V,Honda CR-V DTI-L,USED,Automatic,Diesel,187514,4,SUV,15755,Silver
7182,Nissan,2015,Pathfinder,Nissan Pathfinder TI,USED,Automatic,Premium,130247,6,SUV,23990,Black
7183,Nissan,2018,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,94142,4,SUV,26990,Red
7184,Mercedes-Benz,2020,C63,Mercedes-Benz C63 S,USED,Automatic,Premium,7045,8,Sedan,175990,White
7185,Hyundai,2019,I30,Hyundai I30 Active,USED,Automatic,Unleaded,51031,4,Hatchback,19990,Blue
7186,Toyota,2019,C-HR,Toyota C-HR Koba,USED,Automatic,Premium,50069,4,SUV,34990,Yellow
7187,Mitsubishi,2019,Outlander,Mitsubishi Outlander ES,USED,Automatic,Unleaded,53469,4,SUV,34875,White
7188,Audi,2016,A4,Audi A4 2.0,USED,Automatic,Premium,65037,4,Sedan,36987,Blue
7189,Kia,2018,Cerato,Kia Cerato S,USED,Automatic,Unleaded,38118,4,Sedan,24999,Grey
7190,Mazda,2006,3,Mazda 3 MPS,USED,Manual,Premium,151606,4,Hatchback,14990,Red
7191,Kia,2021,Seltos,Kia Seltos Sport,USED,Automatic,Unleaded,16129,4,SUV,35990,Blue
7192,Nissan,2013,Pathfinder,Nissan Pathfinder ST,USED,Automatic,Premium,233000,6,SUV,13990,Burgundy
7193,Mazda,2016,CX-5,Mazda CX-5 Maxx,USED,Automatic,Unleaded,88833,4,SUV,25990,Red
7194,Ford,2019,Ranger,Ford Ranger XL,USED,Automatic,Diesel,120066,4,Ute / Tray,31990,White
7195,Kia,2018,Cerato,Kia Cerato S,USED,Automatic,Unleaded,33493,4,Sedan,24499,Red
7196,Toyota,2022,Corolla,Toyota Corolla ZR,USED,Automatic,Hybrid,6619,4,Hatchback,47888,Silver
7197,Nissan,2019,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,102011,4,SUV,25890,Red
7198,Mazda,2007,3,Mazda 3 NEO,USED,Automatic,Unleaded,221887,4,Sedan,8990,Silver
7199,Volvo,2015,XC60,Volvo XC60 D4,USED,Automatic,Diesel,101040,4,SUV,25987,Black
7200,Hyundai,2020,Kona,Hyundai Kona Active,USED,Automatic,Unleaded,61825,4,SUV,22990,White
7201,Hyundai,2020,I30,Hyundai I30 Active,USED,Automatic,Unleaded,56863,4,Hatchback,24990,Grey
7202,Mazda,2017,BT-50,Mazda BT-50 XT,USED,Manual,Diesel,196493,5,Ute / Tray,22990,White
7203,Audi,2011,Q5,Audi Q5 3.0,USED,Automatic,Diesel,149850,6,SUV,18888,Grey
7204,Nissan,2018,Leaf,Nissan Leaf G,USED,Automatic,Electric,28725,4,Hatchback,34990,White
7205,Isuzu,2015,D-MAX,Isuzu D-MAX SX,USED,Automatic,Diesel,241220,4,Ute / Tray,31990,White
7206,Dodge,2010,Journey,Dodge Journey SXT,USED,Automatic,Premium,149010,6,Wagon,11501,Gold
7207,Volkswagen,2018,Passat,Volkswagen Passat Alltrack,USED,Automatic,Diesel,63922,4,SUV,35990,Grey
7208,Toyota,2010,Hilux,Toyota Hilux Workmate,USED,Automatic,Unleaded,158728,4,Ute / Tray,15890,White
7209,Ford,2019,Everest,Ford Everest Trend,USED,Automatic,Diesel,15347,5,SUV,59990,Grey
7210,Volkswagen,2017,Polo,Volkswagen Polo GTI,USED,Automatic,Premium,97244,4,Hatchback,24888,Silver
7211,Mazda,2003,MPV,Mazda MPV,USED,Automatic,Unleaded,201603,6,Wagon,7999,White
7212,Hyundai,2018,I30,Hyundai I30 Active,USED,Automatic,Unleaded,71775,4,Hatchback,19990,Silver
7213,Ford,2018,Ranger,Ford Ranger XLT,USED,Automatic,Diesel,67386,5,Ute / Tray,39990,White
7214,Toyota,2018,Tarago,Toyota Tarago GLX,USED,Automatic,Unleaded,62238,4,Wagon,39980,Grey
7215,Nissan,2022,Pathfinder,Nissan Pathfinder TI,USED,Automatic,Premium,12256,6,SUV,75990,Black
7216,BMW,2017,X4,BMW X4 Xdrive,USED,Automatic,Diesel,95888,4,SUV,38888,Grey
7217,Audi,2017,Q2,Audi Q2 1.4,USED,Automatic,Premium,39348,4,SUV,34990,White
7218,Mercedes-Benz,2009,CLS350,Mercedes-Benz CLS350,USED,Automatic,Premium,81982,6,Sedan,21990,Brown
7219,Mazda,2021,3,Mazda 3 G20,USED,Automatic,Unleaded,21777,4,Hatchback,31990,Silver
7220,Volkswagen,2019,Tiguan,Volkswagen Tiguan 132,USED,Automatic,Premium,35802,4,SUV,40700,White
7221,MG,2022,HS,MG HS Excite,USED,Automatic,Unleaded,10411,4,SUV,31890,White
7222,Toyota,2005,Echo,Toyota Echo,USED,Automatic,Unleaded,167087,4,Sedan,7999,Yellow
7223,Nissan,2006,Pathfinder,Nissan Pathfinder ST,USED,Automatic,Diesel,252488,4,SUV,11990,Grey
7224,Toyota,2017,Camry,Toyota Camry Altise,USED,Automatic,Unleaded,174095,4,Sedan,16990,White
7225,Ford,2019,Everest,Ford Everest Titanium,USED,Automatic,Diesel,64384,4,SUV,60888,White
7226,Skoda,2015,Superb,Skoda Superb 125,USED,Automatic,Diesel,202702,4,Wagon,15990,Grey
7227,Toyota,2021,RAV4,Toyota RAV4 GX,USED,Automatic,Hybrid,45563,4,SUV,49333,Blue
7228,Suzuki,2018,Baleno,Suzuki Baleno GL,USED,Automatic,Unleaded,61580,4,Hatchback,18499,Silver
7229,Nissan,2016,Juke,Nissan Juke TI-S,USED,Automatic,Premium,142000,4,SUV,17900,Blue
7230,Mitsubishi,2017,Triton,Mitsubishi Triton GLX,USED,Manual,Diesel,44785,4,Ute / Tray,39990,White
7231,Suzuki,2017,Vitara,Suzuki Vitara S,USED,Automatic,Unleaded,96340,4,SUV,22990,Blue
7232,Nissan,2012,Dualis,Nissan Dualis ST,USED,Automatic,Unleaded,121894,4,SUV,11990,Grey
7233,Honda,2007,Jazz,Honda Jazz VTI-S,USED,Automatic,Unleaded,244000,4,Hatchback,7990,Blue
7234,Mitsubishi,2019,Triton,Mitsubishi Triton GLX,USED,Automatic,Diesel,89896,4,Ute / Tray,43990,White
7235,Mercedes-Benz,2006,CLS350,Mercedes-Benz CLS350,USED,Automatic,Premium,130230,6,Sedan,19990,Silver
7236,Honda,2021,CR-V,Honda CR-V VTI,USED,Automatic,Unleaded,70,4,SUV,52990,Red
7237,Toyota,2022,Camry,Toyota Camry Ascent,USED,Automatic,Hybrid,36475,4,Sedan,43990,Red
7238,Honda,2013,Jazz,Honda Jazz Vibe,USED,Manual,Unleaded,116762,4,Hatchback,11490,Red
7239,Kia,2021,Cerato,Kia Cerato GT,USED,Automatic,Unleaded,29780,4,Hatchback,41444,Black
7240,Kia,2017,Sportage,Kia Sportage SI,USED,Automatic,Unleaded,69835,4,SUV,26890,Red
7241,Lexus,2018,CT,Lexus CT 200H,USED,Automatic,Hybrid,18200,4,Hatchback,43990,Blue
7242,Volkswagen,2016,Tiguan,Volkswagen Tiguan 162,USED,Automatic,Premium,97525,4,SUV,31590,Grey
7243,Holden,2007,Captiva,Holden Captiva LX,USED,Automatic,Diesel,220454,4,SUV,5499,Black
7244,Toyota,2020,Corolla,Toyota Corolla Ascent,USED,Automatic,Hybrid,55386,4,Sedan,32490,Silver
7245,Nissan,2019,Pathfinder,Nissan Pathfinder ST+,USED,Automatic,Premium,49061,6,SUV,37499,White
